DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_bin
211814345,7/28/2021 0:00,12/20/2020 0:00,2100,18,Southeast,1822,2,940,EXTORTION,1915 1912 0359 0372 0500 1814 1906 0400,22,F,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,940,,,,10300 S  BROADWAY,,33.9428,-118.2781,fraud
201709710,6/4/2020 0:00,6/3/2020 0:00,1400,17,Devonshire,1768,2,928,THREATENING PHONE CALLS/LETTERS,0443 1912 1202 0913 0554,63,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,928,,,,9800    SHOSHONE                     AV,,34.2488,-118.5181,other
201418259,10/4/2020 0:00,10/4/2020 0:00,1400,14,Pacific,1496,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0416 0400 1402 1212 1309,57,M,W,101,STREET,307,VEHICLE,AA,Adult Arrest,231,998,,,9800    VICKSBURG                    AV,,33.9464,-118.394,violent
200604980,1/21/2020 0:00,1/21/2020 0:00,0700,06,Hollywood,0669,2,940,EXTORTION,0337,50,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,5400    LA MIRADA                    AV,,34.0939,-118.3068,fraud
200112838,6/4/2020 0:00,6/2/2020 0:00,2140,01,Central,0152,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1309 0605 1212 0416 1822,46,M,H,101,STREET,307,VEHICLE,IC,Invest Cont,231,,,,FLOWER                       ST,7TH                          ST,34.0487,-118.2588,violent
201914796,9/21/2020 0:00,9/21/2020 0:00,1400,19,Mission,1924,2,850,INDECENT EXPOSURE,0906 0529,49,F,O,101,STREET,,,AA,Adult Arrest,850,,,,SAN FERNANDO                 RD,HUBBARD                      ST,34.2905,-118.4581,sex
201716628,12/24/2020 0:00,12/24/2020 0:00,1700,17,Devonshire,1765,2,940,EXTORTION,1259 1251 0514 1822 1915 0337,17,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,10200    DEERFIELD                    LN,,34.2555,-118.5526,fraud
200710697,6/18/2020 0:00,6/14/2020 0:00,2020,07,Wilshire,0711,2,762,LEWD CONDUCT,1501,30,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,762,,,,300 N  LA CIENEGA                   BL,,34.0761,-118.3766,sex
201806389,2/7/2020 0:00,2/7/2020 0:00,0830,18,Southeast,1837,2,850,INDECENT EXPOSURE,0529 1258 1300 1822,11,F,B,101,STREET,,,IC,Invest Cont,850,,,,GRANDEE                      AV,104TH                        ST,33.9415,-118.2436,sex
200713617,9/7/2020 0:00,9/7/2020 0:00,0830,07,Wilshire,0745,2,886,DISTURBING THE PEACE,0919 0329 1501,21,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,886,,,,1100 S  CLOVERDALE                   AV,,34.0535,-118.3495,other
202107372,3/15/2020 0:00,3/15/2020 0:00,0330,21,Topanga,2107,2,647,THROWING OBJECT AT MOVING VEHICLE,0329 0919 1310 1312,27,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,740,,,8500    VARIEL                       AV,,34.2246,-118.5929,vandalism
200119418,10/11/2020 0:00,10/11/2020 0:00,2107,01,Central,0182,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0917 0447 0416 1822 1420,0,X,X,101,STREET,212,BOTTLE,IC,Invest Cont,231,,,,FIGUEROA                     ST,12TH,34.0419,-118.2669,violent
201411712,6/1/2020 0:00,5/31/2020 0:00,1625,14,Pacific,1414,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1309 0450 1822 1212 0917 0302,0,M,H,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,231,,,,LINCOLN                      BL,MACHADO                      DR,34.0023,-118.4698,violent
201009423,5/27/2020 0:00,5/19/2020 0:00,1000,10,West Valley,1039,2,940,EXTORTION,1914 1822,29,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,6400    WHITMAN                      AV,,34.1867,-118.4765,fraud
200510136,5/31/2020 0:00,5/31/2020 0:00,1850,05,Harbor,0529,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 1310 1402,53,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,647,998,,,FOOTE,ANAHEIM,33.782,-118.2295,vandalism
200318515,10/7/2020 0:00,10/7/2020 0:00,1325,03,Southwest,0373,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 2004 0400 1212,19,X,X,102,SIDEWALK,212,BOTTLE,AA,Adult Arrest,231,,,,3800    CRENSHAW                     BL,,34.017,-118.3349,violent
200504944,1/22/2020 0:00,1/22/2020 0:00,1025,05,Harbor,0517,2,933,PROWLER,0100 1202 1822,62,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,933,,,,1100    BANNING                      BL,,33.785,-118.2583,other
200406022,2/21/2020 0:00,2/21/2020 0:00,0810,04,Hollenbeck,0462,2,647,THROWING OBJECT AT MOVING VEHICLE,0447 1300 1309,43,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,E  4TH                          ST,STATE                        ST,34.0431,-118.2185,vandalism
200119417,10/12/2020 0:00,10/11/2020 0:00,2128,01,Central,0182,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0917 0447 0416 1822,0,X,X,101,STREET,212,BOTTLE,IC,Invest Cont,231,,,,FIGUEROA                     ST,S  OLYMPIC                      BL,34.0453,-118.2637,violent
200120117,10/28/2020 0:00,10/28/2020 0:00,0100,01,Central,0182,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1309 1212 1822,0,X,X,101,STREET,307,VEHICLE,AO,Adult Other,231,,,,OLIVE,OLYMPIC,34.0423,-118.2595,violent
200120214,10/28/2020 0:00,10/27/2020 0:00,2115,01,Central,0182,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0416 0447 1822 1420,48,F,O,102,SIDEWALK,212,BOTTLE,IC,Invest Cont,231,,,,FLOWER                       ST,11TH,34.043,-118.2641,violent
201709416,5/23/2020 0:00,5/23/2020 0:00,1426,17,Devonshire,1781,2,940,EXTORTION,1251 1300 0913 0500 1912 1817 1915,21,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,940,,,,21000    GRESHAM                      ST,,34.2306,-118.5907,fraud
202018904,12/24/2020 0:00,12/23/2020 0:00,0500,20,Olympic,2027,2,850,INDECENT EXPOSURE,1501,31,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,850,,,,600 S  KENMORE                      AV,,34.0628,-118.2966,sex
210805058,1/22/2021 0:00,11/29/2020 0:00,1200,08,West LA,0853,2,940,EXTORTION,1915,49,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1700    FEDERAL                      AV,,34.0411,-118.4509,fraud
200710492,5/30/2020 0:00,5/30/2020 0:00,1425,07,Wilshire,0723,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0416 1822 1212 0447,0,M,X,101,STREET,212,BOTTLE,AA,Adult Arrest,231,,,,3RD                          ST,FAIRFAX                      AV,34.0716,-118.3614,violent
201225999,12/7/2020 0:00,12/7/2020 0:00,0630,12,77th Street,1252,2,762,LEWD CONDUCT,0528 1822 1278 1300 0520 0529 0531,33,M,H,101,STREET,,,IC,Invest Cont,762,,,,6700    2ND                          AV,,33.9764,-118.3197,sex
202018853,12/27/2020 0:00,12/27/2020 0:00,0700,20,Olympic,2038,2,928,THREATENING PHONE CALLS/LETTERS,0421 0422 1912 1822,29,F,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,,,,2900 W  8TH                          ST,,34.0598,-118.2904,other
201012761,9/4/2020 0:00,9/4/2020 0:00,1335,10,West Valley,1025,2,762,LEWD CONDUCT,2004 0528 1822 0344 0509,49,F,O,718,MASSAGE PARLOR,,,AA,Adult Arrest,762,,,,6900    RESEDA                       BL,,34.1957,-118.536,sex
201911296,6/23/2020 0:00,6/23/2020 0:00,1500,19,Mission,1984,2,762,LEWD CONDUCT,0529 0913 1817 1230,38,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,762,,,,8300    WILLIS                       AV,,34.2215,-118.4553,sex
200212705,7/17/2020 0:00,7/17/2020 0:00,1100,02,Rampart,0216,2,850,INDECENT EXPOSURE,1822 0529,44,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,850,,,,2400    MARATHON                     ST,,34.0777,-118.2687,sex
201614525,11/6/2020 0:00,11/6/2020 0:00,1021,16,Foothill,1677,2,886,DISTURBING THE PEACE,0913 0603,49,M,O,101,STREET,,,IC,Invest Cont,886,,,,10000    OLIVIA                       TR,,34.2201,-118.3489,other
201005563,2/5/2020 0:00,2/5/2020 0:00,0900,10,West Valley,1018,2,762,LEWD CONDUCT,1822 0216 0528 1300,29,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762,,,,SATICOY                      ST,HASKELL,34.2085,-118.4749,sex
200410554,7/7/2020 0:00,7/7/2020 0:00,1900,04,Hollenbeck,0473,2,850,INDECENT EXPOSURE,0529,40,F,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,850,,,,INEZ,HOLLENBECK,0,0,sex
201411479,5/26/2020 0:00,5/26/2020 0:00,0705,14,Pacific,1494,2,755,BOMB SCARE,0403,0,X,X,212,TRANSPORTATION FACILITY (AIRPORT),511,VERBAL THREAT,AA,Adult Arrest,755,,,,300    WORLD WAY,,33.9449,-118.4061,violent
200614941,9/4/2020 0:00,9/4/2020 0:00,1755,06,Hollywood,0636,2,850,INDECENT EXPOSURE,1822 0529,24,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,850,,,,CHEROKEE,YUCCA,34.1032,-118.3348,sex
200316139,8/22/2020 0:00,8/19/2020 0:00,1200,03,Southwest,0398,2,928,THREATENING PHONE CALLS/LETTERS,1309 0913 0432 0443,47,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,928,,,,600 W  42ND                         ST,,34.007,-118.2857,other
211604141,12/23/2020 0:00,12/21/2020 0:00,1200,16,Foothill,1601,2,932,PEEPING TOM,1501 0913,23,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,932,,,,11800    PHILLIPPI                    AV,,34.2851,-118.4147,sex
201107135,3/9/2020 0:00,3/9/2020 0:00,1525,11,Northeast,1105,2,850,INDECENT EXPOSURE,0529,40,M,H,101,STREET,,,IC,Invest Cont,850,,,,2200    COLORADO                     BL,,34.1442,-118.218,sex
200706361,2/19/2020 0:00,2/19/2020 0:00,1600,07,Wilshire,0706,2,762,LEWD CONDUCT,0500 0522 0528,57,M,W,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,762,,,,800 N  HIGHLAND                     AV,,34.0853,-118.3386,sex
200319081,10/18/2020 0:00,10/18/2020 0:00,0730,03,Southwest,0357,2,647,THROWING OBJECT AT MOVING VEHICLE,1310 1822 0329 0447,36,M,H,101,STREET,306,ROCK/THROWN OBJECT,AO,Adult Other,647,,,,VERMONT                      AV,36TH                         PL,34.0221,-118.2915,vandalism
200912876,7/29/2020 0:00,7/28/2020 0:00,0300,09,Van Nuys,0943,2,762,LEWD CONDUCT,0528 2021 1202,66,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,762,,,,5400    TYRONE                       AV,,34.1686,-118.4443,sex
200710066,6/5/2020 0:00,5/30/2020 0:00,2145,07,Wilshire,0702,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1212 0447,0,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,7500 W  MELROSE                      AV,,34.0837,-118.3532,violent
201305360,1/24/2020 0:00,1/24/2020 0:00,1550,13,Newton,1364,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 1309,44,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,CENTRAL                      AV,52ND                         ST,33.9958,-118.2565,vandalism
200120216,10/28/2020 0:00,10/27/2020 0:00,2355,01,Central,0182,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0416 0447 1822 1420,57,M,H,102,SIDEWALK,212,BOTTLE,IC,Invest Cont,231,,,,OLYMPIC                      BL,HOPE,34.0437,-118.2617,violent
201518630,12/12/2020 0:00,12/12/2020 0:00,1230,15,N Hollywood,1553,2,886,DISTURBING THE PEACE,0443 2004,54,M,H,101,STREET,511,VERBAL THREAT,AO,Adult Other,886,,,,4600    CAMELLIA                     AV,,34.1548,-118.3821,other
200119296,10/12/2020 0:00,10/12/2020 0:00,0030,01,Central,0182,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0447 1822 1212,0,M,H,101,STREET,212,BOTTLE,AA,Adult Arrest,231,,,,GRAND                        ST,OLYMPIC,34.043,-118.2606,violent
200105626,1/24/2020 0:00,1/17/2020 0:00,1900,01,Central,0135,1,351,PURSE SNATCHING,0377 1822 0304 0346,26,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,351,,,,3RD,LOS ANGELES,34.0485,-118.2447,theft
201115124,10/27/2020 0:00,10/26/2020 0:00,1830,11,Northeast,1144,2,940,EXTORTION,1912,32,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,2600    IVANHOE                      DR,,34.1048,-118.2622,fraud
211406234,2/7/2021 0:00,11/17/2020 0:00,0001,14,Pacific,1412,2,886,DISTURBING THE PEACE,1501,56,M,W,101,STREET,,,IC,Invest Cont,886,,,,1000 S  MAIN                         ST,,33.9913,-118.4734,other
200817837,12/22/2020 0:00,12/21/2020 0:00,0900,08,West LA,0832,2,940,EXTORTION,1501,76,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,11800    MAYFIELD                     AV,,34.0493,-118.4666,fraud
200808816,4/26/2020 0:00,4/26/2020 0:00,1430,08,West LA,0817,2,886,DISTURBING THE PEACE,1501,34,F,W,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,886,,,,WEYBURN,HILGARD,34.0617,-118.4416,other
201511035,6/8/2020 0:00,6/8/2020 0:00,2045,15,N Hollywood,1529,2,940,EXTORTION,0421 0422,34,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,6200    CLEON                        AV,,34.1831,-118.3681,fraud
201810074,4/24/2020 0:00,4/22/2020 0:00,1800,18,Southeast,1832,1,351,PURSE SNATCHING,1822 0305 0344 0346 0390,40,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,351,,,,106TH                        ST,BROADWAY,33.9401,-118.2781,theft
201222838,10/18/2020 0:00,10/18/2020 0:00,2015,12,77th Street,1249,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0400 0444,0,X,X,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,231,,,,6600    DENVER                       AV,,33.9783,-118.2838,violent
200507880,4/2/2020 0:00,4/2/2020 0:00,2045,05,Harbor,0585,2,886,DISTURBING THE PEACE,2030 0361 0319 0443 0913 2002,37,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,886,,,,800 W  24TH                         ST,,33.7225,-118.2946,other
202016351,10/24/2020 0:00,10/24/2020 0:00,1615,20,Olympic,2004,2,647,THROWING OBJECT AT MOVING VEHICLE,0202 0447 1300 1310 1822,35,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,WESTERN,ELMWOOD,34.0783,-118.3092,vandalism
200908112,4/3/2020 0:00,4/2/2020 0:00,0005,09,Van Nuys,0914,2,806,PANDERING,1212 1402,0,F,X,101,STREET,,,AA,Adult Arrest,806,998,,,VOSE,SEPULVEDA,34.1985,-118.4662,other
201409966,4/22/2020 0:00,4/22/2020 0:00,0915,14,Pacific,1494,2,886,DISTURBING THE PEACE,2004,0,X,X,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,886,,,,400    WORLD                        WY,,33.9433,-118.4072,other
201914129,9/3/2020 0:00,9/3/2020 0:00,1200,19,Mission,1958,2,762,LEWD CONDUCT,0528 2004,75,M,W,108,PARKING LOT,,,IC,Invest Cont,762,,,,9700    WOODMAN                      AV,,34.2464,-118.4477,sex
201606350,2/25/2020 0:00,2/25/2020 0:00,1230,16,Foothill,1689,2,647,THROWING OBJECT AT MOVING VEHICLE,1300,25,F,B,101,STREET,212,BOTTLE,IC,Invest Cont,647,,,,SAN FERNANDO                 RD,VINELAND,34.2206,-118.3704,vandalism
201518610,12/13/2020 0:00,12/13/2020 0:00,0105,15,N Hollywood,1514,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1300 1309 1310 1822 1212,24,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,VANOWEN                      ST,RADFORD,34.1939,-118.3922,violent
201815538,8/13/2020 0:00,8/13/2020 0:00,1610,18,Southeast,1842,2,435,LYNCHING,1822 0448,0,X,X,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,435,,,,200 W  108TH                        ST,,33.9383,-118.2766,violent
201205089,1/16/2020 0:00,1/16/2020 0:00,1400,12,77th Street,1232,2,647,THROWING OBJECT AT MOVING VEHICLE,1202 0329 1822,64,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,647,,,,SLAUSON                      AV,VAN NESS                     AV,33.9891,-118.3176,vandalism
201408197,3/13/2020 0:00,3/13/2020 0:00,0948,14,Pacific,1441,2,886,DISTURBING THE PEACE,0443,40,M,W,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,886,,,,VENICE                       BL,OCEAN                        AV,33.9873,-118.4652,other
211004132,12/26/2020 0:00,12/26/2020 0:00,2118,10,West Valley,1039,2,886,DISTURBING THE PEACE,1822 1278,53,M,A,301,GAS STATION,511,VERBAL THREAT,IC,Invest Cont,886,,,,15700    VICTORY                      BL,,34.1903,-118.48,other
201216468,7/14/2020 0:00,7/14/2020 0:00,0500,12,77th Street,1256,2,932,PEEPING TOM,0361 1219 0500 0913,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,932,,,,700 W  75TH                         ST,,33.9717,-118.2846,sex
201821716,12/7/2020 0:00,12/7/2020 0:00,0320,18,Southeast,1806,2,886,DISTURBING THE PEACE,1402,0,X,X,101,STREET,,,IC,Invest Cont,886,998,,,8900 S  CENTRAL                      AV,,33.9547,-118.2564,other
200506129,2/19/2020 0:00,2/19/2020 0:00,1250,05,Harbor,0518,2,886,DISTURBING THE PEACE,0432 2028,27,M,H,402,MARKET,,,IC,Invest Cont,886,,,,1400 N  AVALON                       BL,,33.7912,-118.2633,other
201518390,12/7/2020 0:00,12/5/2020 0:00,1400,15,N Hollywood,1583,2,886,DISTURBING THE PEACE,,44,M,W,101,STREET,,,AO,Adult Other,886,,,,4200    AGNES                        AV,,34.147,-118.3954,other
200113043,6/7/2020 0:00,6/7/2020 0:00,1120,01,Central,0142,2,647,THROWING OBJECT AT MOVING VEHICLE,1310 0329 1307 0447 2004,39,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,3RD,FLOWER,34.0544,-118.2535,vandalism
202010782,6/10/2020 0:00,6/3/2020 0:00,2125,20,Olympic,2019,2,850,INDECENT EXPOSURE,0913 1820 0528 0529 0516,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,850,,,,3300 W  2ND                          ST,,34.0704,-118.2868,sex
201514181,8/20/2020 0:00,8/20/2020 0:00,1520,15,N Hollywood,1559,2,850,INDECENT EXPOSURE,0500 0528 1822 0529 1309,49,F,W,101,STREET,,,IC,Invest Cont,850,,,,4800    BILOXI                       AV,,34.1585,-118.3582,sex
201226093,12/9/2020 0:00,12/9/2020 0:00,1900,12,77th Street,1256,2,805,PIMPING,0913 1402,23,F,B,101,STREET,,,AA,Adult Arrest,805,998,,,81ST,FIGUEROA,33.9727,-118.285,sex
201216841,7/20/2020 0:00,7/20/2020 0:00,1700,12,77th Street,1258,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 1300 1309 0342 0447,40,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,FLORENCE                     AV,MAIN                         ST,33.9747,-118.2739,vandalism
201112526,8/15/2020 0:00,8/14/2020 0:00,2030,11,Northeast,1117,2,850,INDECENT EXPOSURE,0529 0528,21,F,W,101,STREET,,,IC,Invest Cont,850,,,,2200    RIDGEVIEW                    AV,,34.1305,-118.2159,sex
201108637,4/22/2020 0:00,4/22/2020 0:00,1610,11,Northeast,1118,2,940,EXTORTION,1906 1912 0443,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,5600    BUCHANAN                     ST,,34.1184,-118.197,fraud
200606602,2/20/2020 0:00,2/20/2020 0:00,0020,06,Hollywood,0646,2,805,PIMPING,1402,0,X,X,101,STREET,,,IC,Invest Cont,805,998,,,6700 W  SUNSET                       BL,,34.098,-118.3366,sex
201416095,8/25/2020 0:00,8/25/2020 0:00,0905,14,Pacific,1472,2,762,LEWD CONDUCT,0500 0538,56,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,762,,,,ARGONAUT                     ST,ESPLANADE                    ST,33.9595,-118.4488,sex
201115387,11/4/2020 0:00,10/27/2020 0:00,2030,11,Northeast,1184,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0416 0447,0,X,X,101,STREET,212,BOTTLE,IC,Invest Cont,231,,,,SUNSET                       BL,VIN SCULLY                   AV,34.0812,-118.252,violent
201608753,5/5/2020 0:00,4/28/2020 0:00,1300,16,Foothill,1658,2,940,EXTORTION,0337 1816 0906,38,M,O,244,TOBACCO SHOP,511,VERBAL THREAT,IC,Invest Cont,940,,,,6800    FOOTHILL                     BL,,34.2516,-118.2816,fraud
200217093,11/5/2020 0:00,6/1/2020 0:00,1200,02,Rampart,0245,2,940,EXTORTION,0913 1817 2058 1510 0342 0906 1816 0411 1239 0903,22,F,H,109,PARK/PLAYGROUND,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,940,,,,2200 W  6TH                          ST,,34.0601,-118.2761,fraud
200120179,10/27/2020 0:00,10/27/2020 0:00,2300,01,Central,0182,2,647,THROWING OBJECT AT MOVING VEHICLE,0329,0,X,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,GRAND                        AV,9TH                          ST,34.0444,-118.2593,vandalism
201508776,4/15/2020 0:00,4/15/2020 0:00,1505,15,N Hollywood,1527,2,928,THREATENING PHONE CALLS/LETTERS,0421,85,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,,,,6300    BAKMAN                       AV,,34.1849,-118.3779,other
201516755,10/26/2020 0:00,10/21/2020 0:00,1157,15,N Hollywood,1535,2,762,LEWD CONDUCT,1822 0529 1414 0400,52,F,W,101,STREET,,,IC,Invest Cont,762,,,,IRVINE                       AV,CALIFA                       ST,34.1776,-118.3855,sex
202114216,9/25/2020 0:00,9/25/2020 0:00,1307,21,Topanga,2148,2,850,INDECENT EXPOSURE,0529 0528,13,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,850,,,,20200    VANOWEN                      ST,,34.1938,-118.5725,sex
200113561,6/10/2020 0:00,5/29/2020 0:00,2020,01,Central,0164,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0447 1822,42,M,H,101,STREET,505,EXPLOXIVE DEVICE,IC,Invest Cont,231,,,,6TH                          ST,SPRING                       ST,34.046,-118.2509,violent
200811056,6/24/2020 0:00,6/24/2020 0:00,0730,08,West LA,0831,2,940,EXTORTION,1915 1822 1913 1912,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,11900    MAYFIELD                     AV,,34.0476,-118.4686,fraud
201916744,11/9/2020 0:00,11/9/2020 0:00,1812,19,Mission,1982,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1212,44,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,SEPULVEDA                    BL,PARTHENIA                    ST,34.2283,-118.4677,violent
201212730,5/13/2020 0:00,5/13/2020 0:00,1500,12,77th Street,1249,2,805,PIMPING,1402 1309 0342,19,F,O,101,STREET,,,AA,Adult Arrest,805,,,,FIGUEROA                     ST,70TH                         ST,33.9765,-118.2827,sex
200113190,6/10/2020 0:00,6/8/2020 0:00,2125,01,Central,0148,2,762,LEWD CONDUCT,1822 0528 0529 0523 1218 0361 0913,30,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,762,,,,600 E  5TH                          ST,,34.0438,-118.2416,sex
200513377,8/25/2020 0:00,8/25/2020 0:00,1840,05,Harbor,0521,2,850,INDECENT EXPOSURE,0913 0528 0529 1802,38,F,H,108,PARKING LOT,,,IC,Invest Cont,850,,,,2100 N  GAFFEY                       ST,,33.7639,-118.2934,sex
200412103,8/24/2020 0:00,8/24/2020 0:00,1445,04,Hollenbeck,0427,2,940,EXTORTION,1822 0337 0940 1906 1912,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,940,,,,4700    TEMPLETON                    ST,,34.0821,-118.1811,fraud
200710644,6/11/2020 0:00,5/30/2020 0:00,1600,07,Wilshire,0723,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0447 1212 1822,46,M,H,101,STREET,306,ROCK/THROWN OBJECT,IC,Invest Cont,231,,,,FAIRFAX,BEVERLY,34.0761,-118.3614,violent
200611578,6/15/2020 0:00,6/15/2020 0:00,0845,06,Hollywood,0645,2,762,LEWD CONDUCT,2048 0910 0528 1822 0209,0,X,X,911,MTA - RED LINE - HOLLYWOOD/HIGHLAND,,,IC,Invest Cont,762,,,,6800 W  HOLLYWOOD                    BL,,34.1016,-118.3391,sex
